fylke;fag;kjonn;foreldrenes utdanningsnivå;variabel;values
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2010;440
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2011;463
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2012;420
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2013;419
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2014;394
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2015;335
11 Rogaland;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2016;360
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,6
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,6
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,6
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,6
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,7
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,7
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,6
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,7
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;2707
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;2720
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;2584
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;2584
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;2554
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;2468
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;2436
11 Rogaland;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;2234
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;4
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;4,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;1666
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;1746
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;1795
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;1840
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;1960
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;2005
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;2069
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;2127
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;573
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;567
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;628
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;692
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;741
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;778
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;840
11 Rogaland;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;855
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3,3
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;3,1
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;3,4
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;3,3
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;3,7
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;3,3
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,3
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3,5
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2009;113
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2010;154
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2011;174
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2012;206
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2013;86
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2014;93
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2015;104
11 Rogaland;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2016;103
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;3,6
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;3,6
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;3,7
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;3,6
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;3,7
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;3,7
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;3,7
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;3,7
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2009;2842
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2010;2850
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2011;2865
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2012;2890
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2013;2949
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2014;2920
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2015;2950
11 Rogaland;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2016;2903
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;2,9
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;3,1
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;3,1
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;3,1
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;3
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;3,1
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;3
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3,2
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2009;265
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2010;240
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2011;228
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2012;209
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2013;210
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2014;197
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2015;168
11 Rogaland;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2016;191
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,4
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,4
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,4
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,4
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,5
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,4
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,4
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,5
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;1390
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;1373
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;1286
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;1296
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;1276
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;1226
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;1221
11 Rogaland;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;1160
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;3,8
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;3,9
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;3,9
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;3,9
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;3,9
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;4
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;3,9
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;3,8
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;826
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;891
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;948
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;905
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;1015
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;1022
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;1073
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;1064
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,4
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,4
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,3
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,3
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,4
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,3
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,3
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,2
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;302
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;277
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;324
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;374
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;403
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;426
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;436
11 Rogaland;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;439
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;2,8
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;3,2
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;3,1
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;3,5
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;3,2
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,2
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2009;59
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2010;69
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2011;79
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2012;106
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2013;45
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2014;49
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2015;52
11 Rogaland;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2016;49
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;3,9
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;4
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;4
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;4
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;4,1
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;4,1
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;4,1
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;4,2
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2009;2723
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2010;2777
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2011;2779
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2012;2852
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2013;2811
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2014;2818
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2015;2834
11 Rogaland;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2016;2776
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;3,3
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;3,4
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;3,4
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;3,3
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;3,3
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;3,4
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;3,6
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3,5
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2009;241
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2010;200
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2011;235
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2012;211
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2013;209
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2014;197
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2015;167
11 Rogaland;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2016;169
11 Rogaland;Engelsk skriftlig;Jenter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,7
11 Rogaland;Engelsk skriftlig;Jenter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,8
11 Rogaland;Engelsk skriftlig;Jenter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,9
11 Rogaland;Engelsk skriftlig;Jenter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,8
