fylke;fag;kjonn;foreldrenes utdanningsnivå;variabel;values
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3,3
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2009;285
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2010;255
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2011;230
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2012;211
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2013;229
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2014;185
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2015;169
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2016;179
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,6
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,7
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;1613
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;1503
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;1541
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;1595
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;1466
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;1407
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;1451
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;1386
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;4,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;4,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;4,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;4,2
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;4,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;4,2
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;4,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;4,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;1156
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;1190
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;1162
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;1268
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;1314
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;1285
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;1381
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;1392
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,5
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,5
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,5
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,5
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;208
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;214
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;224
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;251
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;253
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;272
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;308
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;289
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;3,3
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;3,3
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;3,1
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;3,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;3,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,2
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3,4
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2009;90
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2010;102
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2011;112
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2012;126
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2013;76
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2014;48
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2015;57
15 Møre og Romsdal;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2016;62
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;3,6
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;3,6
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;3,6
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;3,7
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;3,6
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;3,8
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;3,6
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;3,7
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2009;1694
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2010;1687
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2011;1708
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2012;1771
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2013;1682
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2014;1652
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2015;1701
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2016;1717
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;3,2
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;3,1
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;3,2
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;3,1
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;3,1
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2009;146
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2010;132
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2011;123
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2012;102
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2013;106
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2014;85
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2015;75
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2016;91
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,4
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,5
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,4
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,5
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,4
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,5
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,4
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,5
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;807
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;780
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;805
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;841
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;731
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;727
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;734
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;729
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;3,8
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;3,9
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;3,9
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;3,9
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;3,9
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;4
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;3,8
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;3,8
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;590
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;602
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;606
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;639
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;664
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;677
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;706
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;712
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,2
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,2
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,2
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,2
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;108
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;115
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;120
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;129
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;145
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;146
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;153
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;151
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3,3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;3,1
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;2,9
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2009;43
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2010;58
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2011;54
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2012;60
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2013;36
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2014;17
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2015;33
15 Møre og Romsdal;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2016;34
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;4
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;4,1
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;4,1
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;4,1
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;4,1
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;4,2
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;4,1
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;4,2
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2009;1658
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2010;1577
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2011;1561
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2012;1680
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2013;1656
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2014;1545
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2015;1665
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2016;1591
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;3,5
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;3,5
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;3,5
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;3,6
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;3,4
15 Møre og Romsdal;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;3,4
