fylke;fag;kjonn;foreldrenes utdanningsnivå;variabel;values
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;3
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2009;114
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2010;109
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2011;90
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2012;104
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2013;85
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2014;79
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2015;88
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2016;94
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,7
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;458
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;398
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;408
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;363
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;354
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;343
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;343
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;312
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;3,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;3,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;3,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;4,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;3,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;3,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;362
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;373
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;432
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;401
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;444
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;401
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;432
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;452
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;61
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;66
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;66
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;75
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;62
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;76
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;83
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;89
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;3,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;2,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;2,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;3,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;2,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2009;27
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2010;22
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2011;32
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2012;39
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2013;41
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2014;22
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2015;34
20 Finnmark - Finnmárku;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2016;23
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;3,5
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2009;522
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2010;479
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2011;525
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2012;528
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2013;511
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2014;467
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2015;512
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2016;491
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;2,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;2,7
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;2,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;2,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;2,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;2,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;2,7
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2009;63
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2010;57
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2011;39
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2012;54
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2013;40
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2014;41
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2015;45
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2016;52
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;226
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;188
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;211
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;194
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;191
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;175
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;175
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;155
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;3,7
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;3,7
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;3,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;3,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;3,7
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;3,6
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;193
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;192
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;225
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;217
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;224
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;206
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;223
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;232
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,2
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;24
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;31
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;29
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;42
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;31
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;35
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;49
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;44
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;2,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;2,8
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;2,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;2,3
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2009;16
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2010;11
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2011;21
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2012;21
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2013;25
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2014;10
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2015;20
20 Finnmark - Finnmárku;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2016;
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;3,9
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;4,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;4
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;4,1
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2009;500
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2010;489
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2011;503
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2012;454
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2013;475
20 Finnmark - Finnmárku;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2014;454
