fylke;fag;kjonn;foreldrenes utdanningsnivå;variabel;values
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2009;175
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2010;153
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2011;170
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2012;146
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2013;110
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2014;125
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2015;117
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Grunnskole eller ingen fullført utdanning;Elever_2016;122
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,7
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,7
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,7
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;823
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;848
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;789
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;785
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;671
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;731
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;662
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;640
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;4,1
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;4,1
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;4,1
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;4,2
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;713
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;751
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;781
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;761
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;802
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;774
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;766
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;794
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,5
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,5
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,5
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,5
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;208
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;240
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;257
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;279
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;303
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;286
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;318
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;340
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3,4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;3,5
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;3,4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;3,3
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;3,1
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,6
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3,4
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2009;60
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2010;31
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2011;36
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2012;44
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2013;32
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2014;26
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2015;34
19 Troms - Romsa;Engelsk skriftlig;Begge kjønn;Uoppgitt;Elever_2016;29
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;3,6
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;3,6
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;3,6
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2009;980
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2010;1078
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2011;1061
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2012;1007
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2013;997
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2014;1018
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2015;995
19 Troms - Romsa;Engelsk skriftlig;Gutter;Alle utdanningsnivå;Elever_2016;957
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;2,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;3,1
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;3,1
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;3,2
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;3,2
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;2,8
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3,1
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2009;80
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2010;75
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2011;83
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2012;80
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2013;60
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2014;61
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2015;55
19 Troms - Romsa;Engelsk skriftlig;Gutter;Grunnskole eller ingen fullført utdanning;Elever_2016;66
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2009;3,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2010;3,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2011;3,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2012;3,5
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2013;3,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2014;3,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2015;3,3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Gjennomsnittlig standpunktkarakter_2016;3,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2009;417
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2010;454
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2011;408
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2012;398
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2013;340
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2014;380
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2015;342
19 Troms - Romsa;Engelsk skriftlig;Gutter;Videregåendeskole-nivå eller påbygging videregående;Elever_2016;327
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2009;3,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2010;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2011;3,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2012;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2013;3,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2014;3,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2015;3,8
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Gjennomsnittlig standpunktkarakter_2016;3,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2009;337
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2010;403
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2011;416
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2012;368
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2013;417
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2014;418
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2015;394
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, 4 år eller mindre;Elever_2016;388
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2009;4,2
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2010;4,3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2011;4,3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2012;4,2
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2013;4,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2014;4,4
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2015;4,3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Gjennomsnittlig standpunktkarakter_2016;4,3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2009;115
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2010;132
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2011;137
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2012;139
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2013;163
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2014;144
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2015;184
19 Troms - Romsa;Engelsk skriftlig;Gutter;Universitets- og høgskolenivå, mer enn 4 år;Elever_2016;161
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2009;3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2010;3,5
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2011;3,7
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2012;2,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2013;2,9
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2014;3,1
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2015;3,3
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Gjennomsnittlig standpunktkarakter_2016;3,2
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2009;31
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2010;14
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2011;17
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2012;22
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2013;17
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2014;15
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2015;20
19 Troms - Romsa;Engelsk skriftlig;Gutter;Uoppgitt;Elever_2016;15
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2009;4
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2010;4,2
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2011;4,1
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2012;4,1
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2013;4,2
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2014;4,3
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2015;4,2
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Gjennomsnittlig standpunktkarakter_2016;4,3
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2009;999
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2010;945
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2011;972
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2012;1008
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2013;921
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2014;924
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2015;902
19 Troms - Romsa;Engelsk skriftlig;Jenter;Alle utdanningsnivå;Elever_2016;968
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2009;3,4
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2010;3,8
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2011;3,6
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2012;3,6
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2013;3,2
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2014;3,5
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2015;3,7
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Gjennomsnittlig standpunktkarakter_2016;3,7
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2009;95
19 Troms - Romsa;Engelsk skriftlig;Jenter;Grunnskole eller ingen fullført utdanning;Elever_2010;78
